0,6989586621679009800,2,7133701809754866058
0,6989586621679009839,1,7061644215716937846
0,6989586621679009843,1,7061644215716937850
0,6989586621679009847,1,7061644215716937855
0,6989586621679009982,2,7133701809754865669
0,6989586621679009988,2,7133701809754865674
0,6989586621679009993,2,7133701809754865678
0,6989586621679009998,2,7133701809754865683
0,6989586621679010003,2,7133701809754865687
0,6989586621679010008,2,7133701809754865692
0,6989586621679010014,2,7133701809754865699
0,6989586621679010021,2,7133701809754865705
0,6989586621679010028,2,7133701809754865711
0,6989586621679010032,2,7133701809754865715
0,6989586621679010038,2,7133701809754865720
0,6989586621679010043,2,7133701809754865726
0,6989586621679010048,2,7133701809754865730
0,6989586621679010052,2,7133701809754865734
0,6989586621679010057,2,7133701809754865739
0,6989586621679010064,2,7133701809754865745
