0,6989586621679009800,3,7205759403792793994
0,6989586621679009806,3,7205759403792793999
0,6989586621679009811,3,7205759403792794004
0,6989586621679009815,3,7205759403792794009
0,6989586621679009819,3,7205759403792794013
0,6989586621679009824,3,7205759403792794018
0,6989586621679009839,1,7061644215716937846
0,6989586621679009843,1,7061644215716937850
0,6989586621679009847,1,7061644215716937855
0,6989586621679009920,2,7133701809754866029
0,6989586621679009982,3,7205759403792793605
0,6989586621679009988,3,7205759403792793610
0,6989586621679009993,3,7205759403792793614
0,6989586621679009998,3,7205759403792793619
0,6989586621679010003,3,7205759403792793623
0,6989586621679010008,3,7205759403792793628
0,6989586621679010014,3,7205759403792793635
0,6989586621679010021,3,7205759403792793641
0,6989586621679010028,3,7205759403792793647
0,6989586621679010032,3,7205759403792793651
0,6989586621679010038,3,7205759403792793656
0,6989586621679010043,3,7205759403792793662
0,6989586621679010048,3,7205759403792793666
0,6989586621679010052,3,7205759403792793670
0,6989586621679010057,3,7205759403792793675
0,6989586621679010064,3,7205759403792793681
0,6989586621679010070,3,7205759403792793687
0,6989586621679010076,3,7205759403792793692
0,6989586621679010083,3,7205759403792793700
0,6989586621679010088,3,7205759403792793704
